tra_0,tra_1,tra_2,tra_3,tra_4,tra_5,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,spec_0,spec_1,spec_2,spec_3,spec_4,spec_5,spec_6,spec_7,spec_8,spec_9,spec_10,spec_11,spec_12,spec_13,spec_14,spec_15,spec_16,spec_17,spec_18,spec_19,spec_20,spec_21,spec_22,spec_23,spec_24,spec_25,spec_26,spec_27,spec_28,spec_29,spec_30,spec_31,spec_32,spec_33,spec_34,spec_35,spec_36,spec_37,spec_38,spec_39,spec_40,spec_41,spec_42,spec_43,spec_44,spec_45,spec_46,spec_47,spec_48,spec_49,spec_50,spec_51,spec_52,spec_53,spec_54,spec_55,spec_56,spec_57,spec_58,spec_59,spec_60,spec_61,spec_62,spec_63,class
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,0.6739991,0.0,4.0846252,7.428299,11.260395,8.474491,0.0,0.0,2.704876,11.685306,10.635454,1.0121832,17.339392,9.773377,0.12187387,9.34554,5.772731,5.875986,0.7393558,3.9414697,7.8971386,2.2224846,0.0,7.6489935,0.0,8.832262,8.265252,13.515495,8.79354,2.0069273,2.3368037,0.0,4.823289,7.628173,7.9595757,7.5900207,10.603057,0.0,4.0780334,15.257319,5.86926,9.524274,5.6294885,5.947988,0.0,5.6679034,3.9851964,10.798411,6.0946794,5.9555182,0.0,7.9365206,10.29841,8.875655,9.2212305,2.3889005,0.7021777,9.247836,0.0,5.3469977,0.0,9.150745,16.864727,0.0,7
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,1.7694579,0.0,1.1307299,0.0,1.3582174,1.3044357,0.016870141,0.014017224,5.5688868,0.0,5.9407406,0.0,0.0,0.0,1.2699593,3.6073956,7.345804,0.0,0.0,0.5390833,0.0,0.0,0.08801483,0.0,0.0,0.0,0.0,0.0,1.2683803,0.0,0.0,0.11928915,6.166055,0.8349067,2.3253748,2.5284553,0.29788512,3.5021627,0.0,4.1533895,0.0,0.093948394,2.303373,0.0,0.0,3.089909,0.0,0.0,0.0,2.9285898,0.0,0.2694582,0.0,0.0,2.6320205,0.0,0.827633,0.0,0.0,0.0,0.0,0.0,0.0,4.3095984,1.657978,0.0,1.7130274,0.0,5.22417,0.0,0.0,2.3349662,3
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,1.7694579,0.0,1.1307299,0.0,1.3582174,1.3044357,0.016870141,0.014017224,5.0715957,0.0,2.9254131,0.0,0.0,0.0,7.1578097,5.8833075,6.266554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6797521,0.0,12.818769,0.0,0.37908196,0.0,0.0,2.5445719,0.0,6.2901125,0.0,0.0,0.0,0.0,0.0,4.2186327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8661351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3963456,0.9384425,0.0,4.506538,0.0,7.8825717,0.0,0.0,5.7094436,2
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,2.2254498,0.0,0.006950438,1.0134907,1.5791792,0.012199247,1.0222915,1.370142,3.3834963,0.0,6.297867,2.9836047,10.61813,5.434002,0.0,0.0,6.8344827,11.05912,7.729989,1.0148264,16.914473,5.0529647,0.32441187,7.6758223,5.320172,5.1730914,0.0,4.0910296,9.031791,1.4653817,0.0,8.502576,0.0,9.076989,9.488209,15.717905,8.823429,2.971603,2.1290827,0.0,5.3539495,7.4680657,7.1285725,4.449407,9.908484,0.29182512,2.6906126,11.066954,4.8717833,11.726941,3.7199082,6.2374606,0.0,4.6123157,5.240214,6.690425,7.459505,1.5581768,0.0,4.736401,8.966653,6.3151097,7.2135386,3.666764,1.2947758,5.9887,0.0,5.239082,0.0,6.271538,14.748043,0.0,2
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,5.608562,0.0,5.1212792,0.0,0.0,0.0,2.292709,3.5201592,7.9757752,0.0,0.0,0.76646847,0.0,0.0,0.16502506,0.0,0.0,0.0,0.0,0.0,1.206889,0.0,0.0,0.0,7.2545,0.8865712,2.3454108,2.5295155,0.0,3.4097536,0.024263414,4.6875744,0.0,0.0,0.5468375,0.0,0.0,3.5091727,0.0,0.0,0.0,2.7798858,0.0,0.16750868,0.0,0.0,3.375991,0.0,0.5945814,0.0,0.0,0.0,0.0,0.0,0.0,3.8465881,1.2328646,0.0,2.0367327,0.0036072042,5.727699,0.0,0.0,2.8702219,1
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,4.734678,0.0,2.4773126,0.0,0.0,0.0,7.9667478,5.9305267,5.721719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6559927,0.0,13.649413,0.0,0.0,0.0,0.0,2.3304257,0.0,6.4470134,0.0,0.0,0.0,0.0,0.0,4.0520144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027742,0.68135905,0.0,4.870257,0.0,7.6370287,0.0,0.0,6.11844,6
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,2.4785058,0.0,0.0,0.0,0.0,0.0,12.392429,6.6774893,2.372749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.690877,0.0,17.460648,0.0,0.0,0.0,0.0,0.9059055,0.0,7.6761465,0.0,0.0,0.0,0.0,0.0,3.3581166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10904653,0.0,0.0,0.0,4.5725946,0.0,0.0,0.0,0.0,1.6961689,0.0,0.0,6.5932307,0.0,6.1356606,0.0,0.0,7.8293414,3
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,2.2254498,0.0,0.006950438,1.0134907,1.5791792,0.012199247,1.0222915,1.370142,5.339935,0.0,4.6246653,0.0,0.0,0.0,2.1256359,3.439166,8.129115,0.0,0.0,0.17137556,0.0,0.0,0.03662856,0.0,0.0,0.0,0.0,0.0,1.9108968,0.0,0.0,0.0,6.050073,1.2585386,2.808406,4.034138,0.0,3.2691903,0.0,3.6053505,0.0,0.0,0.6089838,0.0,0.0,3.5226705,0.0,0.0,0.0,3.6570776,0.0,0.12938298,0.0,0.0,3.6974201,0.0,1.5403969,0.0,0.0,0.0,0.0,0.0,0.0,3.6182008,1.6753348,0.0,1.7196698,0.7045552,5.4180026,0.0,0.0,2.36067,5
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,0.6522571,0.0,4.0618634,7.4543514,11.250721,8.496377,0.0,0.0,2.6789129,11.68327,10.644528,1.0049856,17.335142,9.814319,0.11890571,9.344649,5.7704115,5.867707,0.764739,3.9282951,7.876506,2.2195106,0.0,7.6254573,0.0,8.815726,8.240049,13.496881,8.787301,1.9895567,2.3294232,0.0,4.806293,7.626056,7.958697,7.6098857,10.600517,0.0,4.0888295,15.278887,5.8782845,9.501433,5.640274,5.942686,0.0,5.668237,3.9694684,10.832444,6.079804,5.984371,0.0,7.9633446,10.313031,8.888745,9.236896,2.3805132,0.69508797,9.266032,0.0,5.3439546,0.0,9.172015,16.880314,0.0,6
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,2.5152051,0.0,5.6628447,4.938318,10.881948,6.5524144,0.0,0.0,5.463371,11.6856985,8.986874,0.92494774,17.251547,6.8034854,0.19508661,8.575571,5.6524935,5.5774345,0.0,4.2969227,8.923908,1.883756,0.0,8.391703,0.0,9.424332,9.41433,14.999781,9.281956,2.6100383,2.4163,0.0,5.3062916,7.735916,7.9666443,5.629907,10.227245,0.0,3.235893,12.853749,5.368441,11.329346,4.564116,6.278801,0.0,5.3434763,5.1537924,8.200778,7.1669936,3.2229824,0.0,5.9745755,9.894862,7.4007382,8.059509,3.5620198,1.0605586,7.074474,0.0,5.6552644,0.0,7.2949953,15.59128,0.0,1
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,1.9927949,0.0,0.0,0.0,0.0,0.0,13.600587,6.3141813,1.503869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.297023,0.0,19.173332,0.0,0.0,0.0,0.0,0.67583346,0.0,7.9403887,0.0,0.0,0.0,0.0,0.0,2.7017734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.232823,0.0,0.0,0.0,0.0,1.0903023,0.0,0.0,7.174918,0.0,5.4596524,0.0,0.0,8.758639,6
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,5.07479,0.0,2.927791,0.0,0.0,0.0,7.14987,5.883508,6.2718334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6697867,0.0,12.808628,0.0,0.38435405,0.0,0.0,2.5454788,0.0,6.288904,0.0,0.0,0.0,0.0,0.0,4.21975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8698344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.399378,0.94259787,0.0,4.5014343,0.0,7.8840747,0.0,0.0,5.7032385,2
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,4.4731817,0.0,8.434694,0.0,7.2967515,0.11507714,0.0,0.0,9.806908,5.2456822,2.7118845,1.778774,11.0179615,0.0,0.06762785,2.3772147,2.1136441,2.1409812,0.0,1.5285511,7.067458,0.36641318,0.0,7.1180625,0.0,4.258831,6.458961,13.440713,3.5194068,3.8687482,1.2353244,0.0,4.5795693,4.8257523,6.5608916,0.0,5.580537,1.3378084,0.0,2.8650606,2.8863306,10.261555,0.21048477,3.164993,0.0,1.0278429,3.4448829,0.32494974,4.600432,0.0,0.0,0.0,3.333464,1.6410425,2.9351454,2.0668178,1.4748936,0.87170506,0.0,0.30091265,0.0,1.5775009,7.333077,0.0,7
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,4.561664,0.0,2.617339,0.0,0.0,0.0,7.8160005,6.067277,5.819506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4405217,0.0,13.114714,0.0,0.13889435,0.0,0.0,2.4004335,0.0,6.5181813,0.0,0.0,0.0,0.0,0.0,4.062104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5965204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8038573,0.9828795,0.0,4.500878,0.0,7.456043,0.0,0.0,5.7845864,2
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,5.0793777,0.0,2.9359815,0.0,0.0,0.0,7.139778,5.8799105,6.278621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6580105,0.0,12.800987,0.0,0.38985243,0.0,0.0,2.549613,0.0,6.2857475,0.0,0.0,0.0,0.0,0.0,4.2218676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8742776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4036145,0.9443193,0.0,4.498189,0.0,7.886946,0.0,0.0,5.7007155,1
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,1.6097196,0.0,4.8972135,6.3312182,11.129949,7.541408,0.0,0.0,4.036467,11.743456,9.925304,1.012067,17.261873,8.354221,0.1414589,9.0810375,5.8539157,5.829163,0.0,4.1693373,8.465861,2.0893831,0.0,8.0227585,0.0,9.156037,8.818131,14.207155,9.092095,2.247819,2.389538,0.0,5.0284305,7.680303,8.086794,6.643336,10.441123,0.0,3.675085,14.1552925,5.68689,10.434372,5.1468678,6.187444,0.0,5.581649,4.6001077,9.521514,6.599858,4.751733,0.0,7.0464177,10.145745,8.251561,8.695591,3.0475016,0.9427565,8.204648,0.0,5.546926,0.0,8.274857,16.286161,0.0,1
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,5.091392,0.0,2.9490218,0.0,0.0,0.0,7.112469,5.8798485,6.2959876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6271018,0.0,12.772522,0.0,0.40672067,0.0,0.0,2.5572724,0.0,6.280698,0.0,0.0,0.0,0.0,0.0,4.2272773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8860734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4153495,0.9523444,0.0,4.488048,0.0,7.8937716,0.0,0.0,5.6834373,1
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,3.0193665,0.0,6.055988,4.1518087,10.835663,6.189533,0.0,0.0,6.2077117,11.333837,8.342927,0.91762894,17.137123,5.9538145,0.31995007,8.19452,5.484429,5.5501204,0.0,4.3617187,9.194391,1.8144056,0.0,8.571293,0.0,9.259589,9.620588,15.1707735,9.152191,2.7008946,2.3150642,0.0,5.402099,7.831809,8.079629,4.9400992,9.999053,0.0,2.881761,12.064658,5.287802,11.663843,4.1985054,6.1917653,0.0,5.1002283,5.2865205,7.4421935,7.3033724,2.4969473,0.0,5.282899,9.678639,7.1348825,7.607608,3.7841496,1.0925801,6.4306664,0.0,5.4252644,0.0,6.9059215,14.996959,0.0,5
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.54824936,0.0,0.0,0.0,0.46995673,0.0,2.7762077,1.9180398,5.499492,0.0,5.995801,0.0,0.0,0.0,0.30292836,3.1524305,7.614235,0.0,0.0,0.4281484,0.0,0.0,0.062151626,0.0,0.0,0.0,0.0,0.0,2.2491512,0.0,0.0,0.9405255,4.2391534,1.3908992,2.8236141,4.438854,0.64554095,3.5952456,0.0,3.2668,0.0,0.74365234,2.9797494,0.0,0.0,3.008861,0.0,0.0,0.10269706,4.1640778,0.0,0.5784356,0.0,0.0,2.8901196,0.0,1.7044591,0.0,0.0,0.0,0.0,0.0,0.0,3.9472392,1.9503155,0.0,1.05072,0.0,4.48918,0.0,0.0,1.5049633,3
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,5.087804,0.0,5.2135463,0.0,1.3210177,0.0,0.0,1.8760245,8.815834,0.3636897,0.0,0.34663543,3.2893522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7106233,0.0,0.0,2.0522933,2.0545228,2.3668857,3.8836837,7.5588903,0.41982558,3.4050972,0.025305796,2.005933,1.6284623,1.1708515,1.9023218,0.0,2.192838,3.0413084,0.0,0.0,0.0,5.8260546,0.0,1.0175763,0.0,0.0,3.7619805,0.0,3.0043573,0.0,0.0,0.0,0.0,0.0,0.0,2.5705807,1.9137813,0.0,0.14156817,1.0050427,3.5187628,0.0,0.0,0.651414,5
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,1.8310473,0.0,5.0605226,6.0843854,11.0522785,7.36559,0.0,0.0,4.3240156,11.829233,9.7037115,0.9407446,17.431719,8.091841,0.17434987,8.796783,5.797797,5.807115,0.0,4.223719,8.516563,2.0502744,0.0,8.286723,0.0,9.061662,8.925507,14.473009,9.03005,2.233277,2.4149606,0.0,5.0976415,7.752779,8.364918,6.416874,10.49665,0.0,3.5598214,14.032227,5.6987224,10.622669,5.0817156,6.2116356,0.0,5.5201883,4.564086,9.331864,6.6289,4.638357,0.0,6.657254,10.093078,8.140319,8.496153,3.1065946,1.0624514,8.0054,0.0,5.5614934,0.0,8.014922,16.11308,0.0,4
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,1.4130383,0.0,0.6243748,0.00021511316,0.0,0.0,0.0,1.7873254,4.0244093,0.0,7.152856,0.9070085,10.263266,4.417827,0.0,0.0,8.25335,9.884963,6.579386,1.3401799,16.114916,2.7425537,0.43625838,6.52892,4.5820346,4.471522,0.0,3.7158067,9.045928,1.2297333,0.0,8.626185,0.0,8.016338,8.985132,15.918919,7.6066523,3.350322,1.954007,0.0,5.3624225,7.3808007,7.429434,2.9943526,9.279578,0.7053569,1.468125,9.054242,4.6684575,11.94151,3.0278263,5.610272,0.0,3.807822,4.9020767,5.1909165,7.094442,0.32881793,0.0,3.2588537,7.8211837,5.2520976,6.3253136,3.2020762,1.518421,4.821786,0.0,3.890176,0.0,5.3684144,13.36221,0.0,3
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,0.0,0.0,0.0,0.0,0.0,0.0,20.364351,6.7633057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12204355,19.757519,0.0,24.717695,0.0,0.0,0.0,0.0,0.0,0.0,10.103297,0.0,0.0,0.0,0.0,0.0,1.470292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.304836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.476646,0.0,2.6226108,0.0,0.0,11.131645,6
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,5.037411,0.0,2.8799403,0.0,0.0,0.0,7.2292295,5.8997,6.2209563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7666771,0.0,12.876548,0.0,0.3431549,0.0,0.0,2.52023,0.0,6.30774,0.0,0.0,0.0,0.0,0.0,4.209853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8352902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.360665,0.9271487,0.0,4.5288906,0.0,7.866288,0.0,0.0,5.733377,2
0.6424434,0.9186666,2.1435208,0.0,0.0,0.7546742,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,1.8767517,0.0,5.146036,5.847997,10.9937935,7.188659,0.0,0.0,4.4885364,11.838287,9.655562,0.9619474,17.318316,7.8320436,0.1312487,8.924701,5.7933235,5.6898327,0.0,4.171923,8.631841,1.977011,0.0,8.166606,0.0,9.301266,9.057421,14.554245,9.236242,2.3886995,2.3764696,0.0,5.126605,7.6359277,7.910944,6.3720207,10.391271,0.0,3.5495174,13.760445,5.4939327,10.758522,4.98729,6.286478,0.0,5.504337,4.7944465,9.093584,6.9154315,4.177235,0.0,6.768051,10.084384,7.905008,8.5454,3.2128181,1.0238339,7.8828382,0.0,5.700185,0.0,7.923578,16.156176,0.0,1
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,4.1568723,0.0,1.6973518,0.0,0.0,0.0,9.009697,6.3230352,5.0216975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0801625,0.0,14.2861595,0.0,0.0,0.0,0.0,1.917085,0.0,6.7715797,0.0,0.0,0.0,0.0,0.0,4.0531645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9816705,0.0,0.0,0.0,0.52615213,0.0,0.0,0.0,0.0,3.431355,0.5982933,0.0,5.174037,0.0,7.416707,0.0,0.0,6.3224373,5
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,5.321895,0.0,5.063966,0.0,0.0,0.0,1.4820415,3.10964,8.275466,0.0,0.0,0.44345465,0.0,0.0,0.05798845,0.0,0.0,0.0,0.0,0.0,2.1799116,0.0,0.0,0.33713812,5.317045,1.4992876,2.9461858,4.633889,0.0,3.4293723,0.0,3.5833936,0.30715033,0.15969262,0.8758659,0.0,0.0,3.384992,0.0,0.0,0.0,4.148128,0.0,0.31510383,0.0,0.0,3.678637,0.0,1.6266093,0.0,0.0,0.0,0.0,0.0,0.0,3.4542186,1.6624551,0.0,1.3691678,0.5439527,5.0320334,0.0,0.0,2.1078186,2
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,0.0,0.0,0.0,0.0,0.0,0.0,22.81616,6.9066434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481398,0.0,0.0,0.2259391,23.16925,0.0,26.625528,0.0,0.0,0.0,0.0,0.0,0.0,10.998706,0.0,0.0,0.0,0.0,0.0,1.1063796,0.0,0.0,0.0,0.0,0.0,0.0,0.6518682,0.0,0.0,0.0,0.0,0.0,17.144684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.294322,0.0,1.6468744,0.0,0.0,11.856513,6
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0,0.0,0.0,0.0,0.0046946406,0.0,0.0,1.099978,4.3635817,0.0,8.029512,0.0,9.666071,3.2610183,0.0,0.0,9.191805,8.394619,5.494169,1.7151774,15.029905,0.6736302,0.36037815,5.116431,3.6708019,3.63794,0.0,3.1676269,8.615755,1.2122883,0.0,8.654573,0.0,6.504405,8.053231,15.614864,5.9789433,3.6032245,1.7176903,0.0,5.3476424,6.8072796,7.9055686,1.6978099,8.334932,0.85195553,0.08082828,7.2532477,4.3249297,11.847146,2.1622417,4.706628,0.0,2.8776908,4.340095,3.7168384,6.4904914,0.0,0.0,1.9223676,6.5233073,4.1648874,5.492124,2.4876077,1.333479,3.8592374,0.0,2.236739,0.0,4.410331,11.630324,0.0,5
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,1.4130383,0.0,0.6243748,0.00021511316,0.0,0.0,0.0,1.7873254,4.7574763,0.0,8.397243,0.0,5.1208496,0.0,0.0,0.0,9.30301,2.991086,0.69295764,1.9363254,6.6347623,0.0,0.22184025,0.6888288,1.5312691,1.4470525,0.0,1.1750139,5.414272,0.046692986,0.0,5.215484,0.0,3.2884607,5.5992346,10.314558,2.984176,3.6847274,1.155779,0.44634742,3.1906927,3.6712437,5.794151,0.0,2.4939175,1.6127503,0.0,0.0,2.5500941,8.4232435,0.0,2.296969,0.0,0.0,3.3511155,0.0,3.0993533,0.0,0.0,0.0,1.6181237,0.12905578,0.46623024,3.1559877,1.3786645,0.0,0.0,0.0,1.0565872,0.0,2.9799397,0.0,2
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,5.0776153,0.0,2.9343293,0.0,0.0,0.0,7.1434116,5.880642,6.277156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661873,0.0,12.804517,0.0,0.38767424,0.0,0.0,2.5492313,0.0,6.2861466,0.0,0.0,0.0,0.0,0.0,4.220231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8729618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4017334,0.944193,0.0,4.4991293,0.0,7.8854246,0.0,0.0,5.702316,1
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,4.9153237,0.0,2.7213488,0.0,0.0,0.0,7.542536,5.906741,6.0098324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1410806,0.0,13.200118,0.0,0.1195001,0.0,0.0,2.4396255,0.0,6.368851,0.0,0.0,0.0,0.0,0.0,4.146189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6819172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.213605,0.817239,0.0,4.6729717,0.0,7.7753882,0.0,0.0,5.8955398,6
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.8350689,0.0,0.5705001,0.55938864,0.7795298,0.031831928,0.78738844,0.86562043,0.27625126,0.0,3.6877365,7.8870897,11.227358,8.878404,0.0,0.0,2.1476188,11.689356,10.884764,0.9987239,17.365164,10.369135,0.097405255,9.418861,5.7347393,5.8229733,1.1073109,3.7961767,7.593997,2.2120075,0.0,7.4825416,0.0,8.665796,8.01524,13.263142,8.671334,1.885104,2.309515,0.0,4.7400184,7.5711107,7.8329387,7.989322,10.643506,0.0,4.2586217,15.722465,5.8893657,9.134895,5.8754725,5.8643904,0.0,5.676707,3.7157357,11.336121,5.918907,6.439264,0.0,8.338158,10.370957,9.100369,9.454424,2.1042612,0.6159185,9.702256,0.0,5.29706,0.0,9.49199,17.119764,0.0,2
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,4.6242027,0.0,2.3522792,0.0,0.0,0.0,8.12691,6.0617743,5.6340704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.881999,0.0,13.673213,0.0,0.0,0.0,0.0,2.2630622,0.0,6.534287,0.0,0.0,0.0,0.0,0.0,4.100367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4241998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8968987,0.74728596,0.0,4.852006,0.0,7.6027055,0.0,0.0,6.0486665,5
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,1.7694579,0.0,1.1307299,0.0,1.3582174,1.3044357,0.016870141,0.014017224,5.730463,0.0,5.929952,0.0,0.0,0.0,1.002005,3.5416193,7.547796,0.0,0.0,0.6768727,0.0,0.0,0.10729077,0.0,0.0,0.0,0.0,0.0,1.5767243,0.0,0.0,0.2192015,5.7371817,1.0238768,2.472652,3.313226,0.4410907,3.617733,0.0,4.181466,0.0,0.277259,2.1112626,0.0,0.0,3.2471693,0.0,0.0,0.0,3.4328945,0.0,0.34046325,0.0,0.0,2.9489784,0.0,1.1159613,0.0,0.0,0.0,0.0,0.0,0.0,4.1808586,1.6444745,0.0,1.4521568,0.0,4.945767,0.0,0.0,2.1836488,3
