tra_0,tra_1,tra_2,tra_3,tra_4,tra_5,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,spec_0,spec_1,spec_2,spec_3,spec_4,spec_5,spec_6,spec_7,spec_8,spec_9,spec_10,spec_11,spec_12,spec_13,spec_14,spec_15,spec_16,spec_17,spec_18,spec_19,spec_20,spec_21,spec_22,spec_23,spec_24,spec_25,spec_26,spec_27,spec_28,spec_29,spec_30,spec_31,spec_32,spec_33,spec_34,spec_35,spec_36,spec_37,spec_38,spec_39,spec_40,spec_41,spec_42,spec_43,spec_44,spec_45,spec_46,spec_47,spec_48,spec_49,spec_50,spec_51,spec_52,spec_53,spec_54,spec_55,spec_56,spec_57,spec_58,spec_59,spec_60,spec_61,spec_62,spec_63,class
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,0.0725567,0.0,3.4901154,8.1189375,11.21244,9.084552,0.0,0.0,1.8634927,11.692534,11.023799,0.9935444,17.380386,10.661792,0.0818537,9.464133,5.7161207,5.790541,1.2972115,3.7261183,7.44257,2.2016864,0.0,7.401823,0.0,8.591824,7.8982754,13.137674,8.613952,1.840163,2.2962573,0.0,4.707505,7.5315866,7.7350316,8.196749,10.6614895,0.0,4.344512,15.945983,5.8894935,8.946665,5.9961157,5.8302803,0.0,5.68256,3.5897431,11.595845,5.8448977,6.677191,0.0,8.548035,10.4001,9.20708,9.573612,1.9610113,0.5611015,9.942898,0.0,5.275882,0.0,9.664583,17.25121,0.0,1
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,1.0519615,0.0,4.382162,7.6933866,11.29109,8.563105,0.0,0.0,3.0365145,10.826424,10.549093,1.2082924,17.339073,9.555974,0.18693458,8.703575,5.7277184,6.5864344,0.6369635,4.3800697,7.750159,2.8815541,0.0,7.681341,0.0,7.994137,8.1726675,12.229645,8.104613,1.8473926,2.134442,0.0,4.7402406,7.474225,9.026332,6.995177,9.9802065,0.0,3.6208827,14.818057,6.5283256,8.9979515,4.925733,5.633523,0.0,5.425319,3.6418924,10.351431,5.3676305,5.9177184,0.0,7.4391828,10.643639,9.548668,9.139415,2.5186288,0.466531,8.961348,0.0,4.2913036,0.0,9.426085,16.047615,0.0,4
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.8350689,0.0,0.5705001,0.55938864,0.7795298,0.031831928,0.78738844,0.86562043,0.0,0.0,3.1574922,8.518691,11.213079,9.4072485,0.0,0.0,1.4105208,11.636441,11.197682,1.0081654,17.412472,11.149548,0.08446959,9.492329,5.6304817,5.746853,1.6252979,3.618715,7.1796274,2.2248986,0.0,7.243786,0.0,8.429593,7.6957903,12.878405,8.453176,1.7344795,2.257857,0.0,4.625619,7.476164,7.65946,8.498227,10.6899,0.0,4.498097,16.285854,5.8953032,8.6169405,6.1829104,5.726906,0.0,5.64118,3.3650913,12.042188,5.6786776,7.1079173,0.0,8.818522,10.460793,9.385492,9.729013,1.7335963,0.4717117,10.330096,0.0,5.1680326,0.0,9.933627,17.401787,0.0,2
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,1.7694579,0.0,1.1307299,0.0,1.3582174,1.3044357,0.016870141,0.014017224,5.0125413,0.0,5.119391,0.0,0.0,0.0,3.5155635,4.6868815,5.97972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.624791,0.0,1.2100354,0.0,0.0,2.949671,0.0,4.7242966,0.0,0.0,1.9145869,0.0,0.0,3.236614,0.0,0.0,0.0,0.6491662,0.0,0.0,0.0,0.0,2.0715878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4428167,1.3405119,0.0,2.7468634,0.0,5.988335,0.0,0.0,3.6567318,5
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,0.9925155,0.0,4.3758206,7.028532,11.2027855,8.140757,0.0,0.0,3.175405,11.730325,10.403728,0.9910565,17.319689,9.291853,0.11798683,9.266803,5.8089385,5.846612,0.4707529,4.001245,8.098612,2.163085,0.0,7.766739,0.0,8.96483,8.456111,13.784248,8.923226,2.0871258,2.346823,0.0,4.8971176,7.6288342,7.9803553,7.2647166,10.549719,0.0,3.938225,14.8894415,5.8044004,9.845373,5.4671445,6.0437737,0.0,5.633584,4.2115917,10.3582945,6.2920203,5.5301366,0.0,7.641625,10.242481,8.63619,9.056321,2.620332,0.786352,8.872981,0.0,5.433085,0.0,8.840859,16.697983,0.0,6
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,1.9734486,0.0,6.0368133,6.663906,11.194307,6.6388693,0.0,0.0,4.2206807,9.82146,9.800852,1.913445,16.33601,7.2381268,0.23676212,7.7007136,5.391032,6.774591,0.0,4.4672837,7.890159,3.8842995,0.0,7.8779535,0.0,7.3824244,7.7258215,11.113705,7.9735036,2.320946,2.566777,0.0,4.807494,7.625046,10.346143,6.0153627,8.235444,0.0,2.1745782,13.593895,7.016004,8.826819,3.9038105,5.3196273,0.0,4.758629,4.0187726,8.655732,5.097117,4.0748405,0.0,5.7247376,10.140062,9.577158,8.656569,2.8139355,0.0,7.9236245,0.0,3.3966374,0.0,8.730341,13.827773,0.0,4
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,5.230193,0.0,5.907633,0.0,1.7738173,0.0,0.0,1.7180583,8.911738,0.46332797,0.0,0.7470123,3.1695387,0.0,0.048358686,0.0,0.0,0.0,0.0,0.0,3.714504,0.0,0.0,2.354,1.9175125,2.3543189,3.9310997,7.6462164,0.7973315,3.6259859,0.21081164,2.2414515,1.6186863,1.5028857,2.43405,0.0,1.606161,2.9080744,0.0,0.0,0.0,6.003705,0.0,1.2086979,0.0,0.0,3.7028654,0.0,2.7161937,0.0,0.0,0.0,0.0,0.0,0.0,2.7629166,1.7407405,0.0,0.0,0.5844053,3.2972739,0.0,0.0,0.6060852,5
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,2.2254498,0.0,0.006950438,1.0134907,1.5791792,0.012199247,1.0222915,1.370142,5.497583,0.0,5.0876694,0.0,0.0,0.0,1.7869893,3.4162688,8.04291,0.0,0.0,0.5096756,0.0,0.0,0.07671715,0.0,0.0,0.0,0.0,0.0,1.7891275,0.0,0.0,0.0,6.166714,1.1921685,2.702932,3.775873,0.0,3.4851391,0.0,4.0244017,0.0,0.0,0.94189805,0.0,0.0,3.4605196,0.0,0.0,0.0,3.5575185,0.0,0.23094994,0.0,0.0,3.554006,0.0,1.2621988,0.0,0.0,0.0,0.0,0.0,0.0,3.785197,1.5105078,0.0,1.6573738,0.25469592,5.294456,0.0,0.0,2.4334433,3
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,2.2254498,0.0,0.006950438,1.0134907,1.5791792,0.012199247,1.0222915,1.370142,5.4955277,0.0,5.587275,0.0,0.0,0.0,0.7896469,2.7571895,8.441427,0.0,0.0,0.8408918,0.0,0.0,0.10322897,0.0,0.0,0.0,0.0,0.0,2.240771,0.0,0.0,0.7930377,5.066414,1.4786935,3.0579114,4.7643695,0.23855735,3.5730999,0.20102228,3.7105005,0.4287479,0.5037367,1.4731646,0.0,0.0,3.2381935,0.0,0.0,0.0,4.2344227,0.0,0.6375741,0.0,0.0,3.4691741,0.0,1.403525,0.0,0.0,0.0,0.0,0.0,0.0,3.5385036,1.4522381,0.0,1.1347798,0.18390946,4.6691246,0.0,0.0,1.9579775,3
0.6424434,0.9186666,2.1435208,0.0,0.0,0.7546742,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,4.391726,0.0,7.904851,0.0,9.656298,3.2590842,0.0,0.0,9.341694,8.5428295,5.407546,1.6596061,15.129577,0.75201446,0.296485,5.2449756,3.7301834,3.6014316,0.0,3.0586672,8.521902,0.9658933,0.0,8.604231,0.0,6.68198,8.174967,15.898616,6.1349564,3.6379952,1.7275946,0.0,5.356338,6.701739,7.2824497,1.8252925,8.470836,0.9792996,0.23239918,7.2153025,4.146003,11.758613,2.1468368,4.916556,0.0,2.8401556,4.3670244,3.7318766,6.6626935,0.0,0.0,2.0026274,6.4623384,4.071783,5.5262427,2.442673,1.5088542,3.91541,0.0,2.5181973,0.0,4.351648,11.985141,0.0,7
2.659821,0.10705328,0.1171006,0.0,0.0,3.1758556,1.285649,0.0,1.9727578,0.07620448,0.0,0.0,2.6893644,0.02435553,4.896245,0.0,7.6359324,0.0,5.2129736,0.0,0.0,0.0,9.674386,3.0979123,0.76655793,1.7924372,7.9300547,0.0,0.0697623,0.6671123,1.1182395,0.7384362,0.0,0.6316766,5.3219767,0.045583654,0.0,5.539681,0.0,3.3658736,5.131954,11.214293,2.2387085,3.8188648,1.2436723,0.74386626,3.7395983,3.4812505,4.759085,0.0,3.6623418,1.6759346,0.0,0.0,2.100236,8.570429,0.0,2.4884398,0.0,0.0,3.1174233,0.0,3.4707265,0.0,0.0,0.0,1.2337712,0.0,0.979551,1.8759618,1.4310176,0.0,0.0,0.0,0.5207609,0.0,4.4084363,0.0,1
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0074537992,0.0,0.4869297,1.4204931,1.6942985,0.0,1.9828103,0.08441502,5.0759187,0.0,2.929842,0.0,0.0,0.0,7.1460524,5.8834066,6.273962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.665747,0.0,12.806667,0.0,0.38664177,0.0,0.0,2.5472152,0.0,6.286826,0.0,0.0,0.0,0.0,0.0,4.220226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.871355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.401178,0.9437264,0.0,4.5008698,0.0,7.884756,0.0,0.0,5.7036686,2
1.6472609,0.0,0.49976987,0.0,0.0,1.4298669,0.0007057786,0.2800374,1.100661,0.0008635521,1.0181956,0.0,0.00060111284,1.7874069,5.0765214,0.0,2.9286168,0.0,0.0,0.0,7.140679,5.8855515,6.2792044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6587762,0.0,12.797997,0.0,0.3929301,0.0,0.0,2.5466475,0.0,6.284216,0.0,0.0,0.0,0.0,0.0,4.2218566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8741627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4024,0.94856346,0.0,4.497972,0.0,7.886361,0.0,0.0,5.6986284,1
